,cod,message,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,rain,snow
0,404,city not found,,,,,,,,,,,,,,
1,404,city not found,,,,,,,,,,,,,,
2,200,,"{'lon': 88.31, 'lat': 55.76}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 260.41, 'feels_like': 254.83, 'temp_min': 260.41, 'temp_max': 260.41, 'pressure': 1048, 'humidity': 93, 'sea_level': 1048, 'grnd_level': 1020}",10000.0,"{'speed': 3.27, 'deg': 261}",{'all': 100},1606849824.0,"{'country': 'RU', 'sunrise': 1606875247, 'sunset': 1606901922}",25200.0,1489554.0,Tisul',,
3,200,,"{'lon': 159.23, 'lat': 61.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 253.25, 'feels_like': 248.37, 'temp_min': 253.25, 'temp_max': 253.25, 'pressure': 1002, 'humidity': 73, 'sea_level': 1002, 'grnd_level': 995}",10000.0,"{'speed': 1.69, 'deg': 50}",{'all': 74},1606849824.0,"{'country': 'RU', 'sunrise': 1606861078, 'sunset': 1606882040}",39600.0,2125693.0,Evensk,,
4,200,,"{'lon': 147.92, 'lat': 70.63}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 252.19, 'feels_like': 245.1, 'temp_min': 252.19, 'temp_max': 252.19, 'pressure': 995, 'humidity': 91, 'sea_level': 995, 'grnd_level': 989}",8206.0,"{'speed': 4.91, 'deg': 202}",{'all': 94},1606849824.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,2126123.0,Chokurdakh,,
5,200,,"{'lon': 100.2, 'lat': 8.35}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 296.96, 'feels_like': 300.57, 'temp_min': 296.96, 'temp_max': 296.96, 'pressure': 1009, 'humidity': 92, 'sea_level': 1009, 'grnd_level': 1009}",10000.0,"{'speed': 1.89, 'deg': 154}",{'all': 100},1606849825.0,"{'country': 'TH', 'sunrise': 1606864728, 'sunset': 1606906733}",25200.0,1608033.0,Pak Phanang,{'1h': 0.999},
6,200,,"{'lon': -68.3, 'lat': -54.8}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 280.15, 'feels_like': 269.27, 'temp_min': 280.15, 'temp_max': 280.15, 'pressure': 983, 'humidity': 65}",10000.0,"{'speed': 12.9, 'deg': 290, 'gust': 18}",{'all': 40},1606849638.0,"{'type': 1, 'id': 8502, 'country': 'AR', 'sunrise': 1606809362, 'sunset': 1606870155}",-10800.0,3833367.0,Ushuaia,,
7,200,,"{'lon': 116.66, 'lat': 5.95}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.04, 'feels_like': 300.33, 'temp_min': 297.04, 'temp_max': 297.04, 'pressure': 1009, 'humidity': 94}",10000.0,"{'speed': 2.68, 'deg': 110}",{'all': 98},1606849825.0,"{'type': 3, 'id': 197877, 'country': 'MY', 'sunrise': 1606860541, 'sunset': 1606903017}",28800.0,1733502.0,Ranau,,
8,200,,"{'lon': -70.92, 'lat': -53.15}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 283.15, 'feels_like': 270.58, 'temp_min': 283.15, 'temp_max': 283.15, 'pressure': 990, 'humidity': 46}",10000.0,"{'speed': 14.9, 'deg': 260, 'gust': 20.1}",{'all': 40},1606849793.0,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1606810573, 'sunset': 1606870201}",-10800.0,3874787.0,Punta Arenas,,
9,200,,"{'lon': -72.07, 'lat': -45.58}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 287.15, 'feels_like': 271.36, 'temp_min': 287.15, 'temp_max': 287.15, 'pressure': 1002, 'humidity': 50}",10000.0,"{'speed': 20.6, 'deg': 290, 'gust': 26.7}",{'all': 40},1606849825.0,"{'type': 1, 'id': 8482, 'country': 'CL', 'sunrise': 1606812912, 'sunset': 1606868414}",-10800.0,3894426.0,Coyhaique,{'1h': 0.14},
10,200,,"{'lon': 30.35, 'lat': 66.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 272.04, 'feels_like': 268.78, 'temp_min': 272.04, 'temp_max': 272.04, 'pressure': 1014, 'humidity': 95}",3180.0,"{'speed': 1.46, 'deg': 274}",{'all': 96},1606849826.0,"{'type': 3, 'id': 2004408, 'country': 'RU', 'sunrise': 1606809993, 'sunset': 1606822159}",10800.0,583472.0,Alakurtti,,
11,200,,"{'lon': -81.33, 'lat': 48.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 267.11, 'feels_like': 260.16, 'temp_min': 267.11, 'temp_max': 267.11, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 975}",10000.0,"{'speed': 5.92, 'deg': 354}",{'all': 98},1606849618.0,"{'country': 'CA', 'sunrise': 1606827405, 'sunset': 1606858367}",-18000.0,6166739.0,Timmins,,
12,200,,"{'lon': 168.33, 'lat': -46.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 288.15, 'feels_like': 284.86, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1005, 'humidity': 46}",10000.0,"{'speed': 2.68, 'deg': 316, 'gust': 5.81}",{'all': 100},1606849794.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1606841373, 'sunset': 1606897377}",46800.0,2206939.0,Bluff,,
13,200,,"{'lon': -147.8, 'lat': 64.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 265.74, 'feels_like': 261.5, 'temp_min': 263.15, 'temp_max': 268.15, 'pressure': 980, 'humidity': 82}",10000.0,"{'speed': 1.69, 'deg': 56}",{'all': 100},1606849632.0,"{'type': 3, 'id': 2007356, 'country': 'US', 'sunrise': 1606850494, 'sunset': 1606867193}",-32400.0,5859699.0,College,,
14,200,,"{'lon': -159.78, 'lat': -21.21}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 298.68, 'feels_like': 299.5, 'temp_min': 298.68, 'temp_max': 298.68, 'pressure': 1017, 'humidity': 82, 'sea_level': 1017, 'grnd_level': 1016}",10000.0,"{'speed': 5.71, 'deg': 100}",{'all': 0},1606849827.0,"{'country': 'CK', 'sunrise': 1606837727, 'sunset': 1606885711}",-36000.0,4035715.0,Avarua,,
15,200,,"{'lon': 57.52, 'lat': -20.52}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 298.15, 'feels_like': 301.13, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1016, 'humidity': 82}",10000.0,"{'speed': 2.24, 'deg': 110, 'gust': 3.58}",{'all': 19},1606849827.0,"{'type': 3, 'id': 2002134, 'country': 'MU', 'sunrise': 1606785650, 'sunset': 1606833457}",14400.0,933995.0,Souillac,,
16,200,,"{'lon': -57.56, 'lat': -38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 293.47, 'feels_like': 287.76, 'temp_min': 293.47, 'temp_max': 293.47, 'pressure': 1011, 'humidity': 56, 'sea_level': 1011, 'grnd_level': 1009}",10000.0,"{'speed': 8.73, 'deg': 48}",{'all': 0},1606849542.0,"{'country': 'AR', 'sunrise': 1606810900, 'sunset': 1606863460}",-10800.0,3430863.0,Mar del Plata,,
17,200,,"{'lon': -50.01, 'lat': -24.79}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 297.05, 'feels_like': 299.59, 'temp_min': 297.05, 'temp_max': 297.05, 'pressure': 1011, 'humidity': 77, 'sea_level': 1011, 'grnd_level': 903}",8423.0,"{'speed': 1.39, 'deg': 270}",{'all': 77},1606849546.0,"{'country': 'BR', 'sunrise': 1606810959, 'sunset': 1606859775}",-10800.0,3466704.0,Castro,,
18,200,,"{'lon': 55.77, 'lat': -21.36}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 292.18, 'feels_like': 290.58, 'temp_min': 291.48, 'temp_max': 293.15, 'pressure': 1015, 'humidity': 95}",10000.0,"{'speed': 6.41, 'deg': 48}",{'all': 38},1606849827.0,"{'type': 3, 'id': 2005819, 'country': 'RE', 'sunrise': 1606785975, 'sunset': 1606833972}",14400.0,935215.0,Saint-Philippe,,
19,200,,"{'lon': 27.91, 'lat': -33.02}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 292.59, 'feels_like': 283.66, 'temp_min': 292.59, 'temp_max': 292.59, 'pressure': 1016, 'humidity': 55, 'sea_level': 1016, 'grnd_level': 1011}",10000.0,"{'speed': 12.88, 'deg': 245}",{'all': 24},1606849703.0,"{'country': 'ZA', 'sunrise': 1606791169, 'sunset': 1606842155}",7200.0,1006984.0,East London,,
20,200,,"{'lon': -159.32, 'lat': 22.08}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.78, 'feels_like': 299.04, 'temp_min': 296.78, 'temp_max': 296.78, 'pressure': 1017, 'humidity': 71, 'sea_level': 1017, 'grnd_level': 1017}",10000.0,"{'speed': 0.8, 'deg': 95}",{'all': 0},1606849828.0,"{'country': 'US', 'sunrise': 1606842031, 'sunset': 1606881187}",-36000.0,5848280.0,Kapaa,,
21,200,,"{'lon': -44.31, 'lat': -19.76}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 299.98, 'feels_like': 302.33, 'temp_min': 299.98, 'temp_max': 299.98, 'pressure': 1011, 'humidity': 65, 'sea_level': 1011, 'grnd_level': 924}",10000.0,"{'speed': 1.71, 'deg': 323}",{'all': 96},1606849828.0,"{'country': 'BR', 'sunrise': 1606810177, 'sunset': 1606857822}",-10800.0,3464008.0,Esmeraldas,{'1h': 1.09},
22,200,,"{'lon': 12.25, 'lat': 3.77}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 296.82, 'feels_like': 297.2, 'temp_min': 296.82, 'temp_max': 296.82, 'pressure': 1010, 'humidity': 47, 'sea_level': 1010, 'grnd_level': 937}",10000.0,"{'speed': 0.21, 'deg': 79}",{'all': 89},1606849828.0,"{'country': 'CM', 'sunrise': 1606798970, 'sunset': 1606841873}",3600.0,2235776.0,Akonolinga,,
23,200,,"{'lon': -134.97, 'lat': -23.12}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 297.27, 'feels_like': 298.04, 'temp_min': 297.27, 'temp_max': 297.27, 'pressure': 1019, 'humidity': 71, 'sea_level': 1019, 'grnd_level': 1016}",10000.0,"{'speed': 3.22, 'deg': 101}",{'all': 65},1606849829.0,"{'country': 'PF', 'sunrise': 1606831551, 'sunset': 1606879976}",-32400.0,4030556.0,Rikitea,,
24,200,,"{'lon': -50.93, 'lat': -20.21}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 309.42, 'feels_like': 309.03, 'temp_min': 309.42, 'temp_max': 309.42, 'pressure': 1006, 'humidity': 28, 'sea_level': 1006, 'grnd_level': 963}",10000.0,"{'speed': 2.77, 'deg': 320}",{'all': 98},1606849655.0,"{'country': 'BR', 'sunrise': 1606811715, 'sunset': 1606859462}",-10800.0,3450232.0,Santa Fé do Sul,,
25,200,,"{'lon': -69.36, 'lat': 77.48}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 253.79, 'feels_like': 247.78, 'temp_min': 253.79, 'temp_max': 253.79, 'pressure': 1016, 'humidity': 78, 'sea_level': 1016, 'grnd_level': 1016}",10000.0,"{'speed': 3.36, 'deg': 72}",{'all': 99},1606849829.0,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-14400.0,3831208.0,Qaanaaq,,
26,200,,"{'lon': -73.41, 'lat': 41.37}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 282.8, 'feels_like': 279.96, 'temp_min': 282.04, 'temp_max': 283.71, 'pressure': 996, 'humidity': 61}",10000.0,"{'speed': 1.79, 'deg': 286, 'gust': 6.26}",{'all': 28},1606849571.0,"{'type': 3, 'id': 2004826, 'country': 'US', 'sunrise': 1606824057, 'sunset': 1606857913}",-18000.0,5282297.0,Bethel,,
27,200,,"{'lon': 37.77, 'lat': 12.98}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 288.58, 'feels_like': 285.82, 'temp_min': 288.58, 'temp_max': 288.58, 'pressure': 1015, 'humidity': 48, 'sea_level': 1015, 'grnd_level': 756}",10000.0,"{'speed': 2.19, 'deg': 324}",{'all': 97},1606849830.0,"{'country': 'ET', 'sunrise': 1606793747, 'sunset': 1606834843}",10800.0,340358.0,Dabat,,
28,200,,"{'lon': -121.92, 'lat': 36.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 285.37, 'feels_like': 282.32, 'temp_min': 285.37, 'temp_max': 285.37, 'pressure': 1022, 'humidity': 69}",10000.0,"{'speed': 3.27, 'deg': 354}",{'all': 0},1606849830.0,"{'type': 3, 'id': 2009350, 'country': 'US', 'sunrise': 1606834928, 'sunset': 1606870333}",-28800.0,5380437.0,Pacific Grove,,
29,200,,"{'lon': -90.35, 'lat': -0.74}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 297.04, 'feels_like': 299.36, 'temp_min': 297.04, 'temp_max': 297.04, 'pressure': 1012, 'humidity': 84}",10000.0,"{'speed': 2.68, 'deg': 201, 'gust': 5.36}",{'all': 87},1606849830.0,"{'type': 3, 'id': 2005652, 'country': 'EC', 'sunrise': 1606823165, 'sunset': 1606866938}",-21600.0,3652764.0,Puerto Ayora,,
30,200,,"{'lon': 40.05, 'lat': 48.04}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 269.93, 'feels_like': 262.26, 'temp_min': 269.93, 'temp_max': 269.93, 'pressure': 1029, 'humidity': 93, 'sea_level': 1029, 'grnd_level': 1000}",10000.0,"{'speed': 7.36, 'deg': 104}",{'all': 25},1606849830.0,"{'country': 'RU', 'sunrise': 1606798149, 'sunset': 1606829346}",10800.0,582447.0,Almaznyy,,
31,200,,"{'lon': -139.03, 'lat': -9.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 298.72, 'feels_like': 298.73, 'temp_min': 298.72, 'temp_max': 298.72, 'pressure': 1015, 'humidity': 79, 'sea_level': 1015, 'grnd_level': 1012}",10000.0,"{'speed': 6.44, 'deg': 88}",{'all': 0},1606849830.0,"{'country': 'PF', 'sunrise': 1606833962, 'sunset': 1606879513}",-34200.0,4020109.0,Atuona,,
32,200,,"{'lon': -165.41, 'lat': 64.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 256.41, 'feels_like': 251.02, 'temp_min': 256.41, 'temp_max': 256.41, 'pressure': 985, 'humidity': 91, 'sea_level': 985, 'grnd_level': 985}",10000.0,"{'speed': 2.69, 'deg': 339}",{'all': 0},1606849831.0,"{'country': 'US', 'sunrise': 1606854412, 'sunset': 1606871729}",-32400.0,5870133.0,Nome,,
33,200,,"{'lon': -97.86, 'lat': 27.52}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 293.34, 'feels_like': 291.82, 'temp_min': 293.15, 'temp_max': 293.71, 'pressure': 1022, 'humidity': 48}",10000.0,"{'speed': 1.79, 'deg': 106, 'gust': 6.26}",{'all': 0},1606849831.0,"{'type': 3, 'id': 2025257, 'country': 'US', 'sunrise': 1606827911, 'sunset': 1606865798}",-21600.0,4703384.0,Kingsville,,
34,200,,"{'lon': 167.68, 'lat': -46.13}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 288.15, 'feels_like': 284.86, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1005, 'humidity': 46}",10000.0,"{'speed': 2.68, 'deg': 316, 'gust': 5.81}",{'all': 100},1606849831.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1606841638, 'sunset': 1606897423}",46800.0,2180815.0,Tuatapere,,
35,200,,"{'lon': -73.97, 'lat': 42.6}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 284.06, 'feels_like': 280, 'temp_min': 283.15, 'temp_max': 284.82, 'pressure': 993, 'humidity': 35}",10000.0,"{'speed': 2.24, 'deg': 199, 'gust': 4.47}",{'all': 10},1606849813.0,"{'type': 3, 'id': 19530, 'country': 'US', 'sunrise': 1606824414, 'sunset': 1606857825}",-18000.0,5106841.0,Albany,,
36,200,,"{'lon': -155.09, 'lat': 19.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.85, 'feels_like': 297.85, 'temp_min': 294.26, 'temp_max': 298.15, 'pressure': 1018, 'humidity': 73}",10000.0,"{'speed': 0.89, 'deg': 126, 'gust': 3.13}",{'all': 0},1606849832.0,"{'type': 3, 'id': 2002460, 'country': 'US', 'sunrise': 1606840756, 'sunset': 1606880431}",-36000.0,5855927.0,Hilo,,
37,200,,"{'lon': -102.2, 'lat': 17.96}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 301.64, 'feels_like': 304.25, 'temp_min': 301.64, 'temp_max': 301.64, 'pressure': 1014, 'humidity': 67, 'sea_level': 1014, 'grnd_level': 1013}",10000.0,"{'speed': 2.8, 'deg': 205}",{'all': 23},1606849832.0,"{'country': 'MX', 'sunrise': 1606827867, 'sunset': 1606867926}",-21600.0,4026082.0,Lázaro Cárdenas,,
38,200,,"{'lon': -51.1, 'lat': 69.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 260.15, 'feels_like': 255.46, 'temp_min': 260.15, 'temp_max': 260.15, 'pressure': 1021, 'humidity': 94, 'sea_level': 1021, 'grnd_level': 1020}",1002.0,"{'speed': 1.98, 'deg': 122}",{'all': 100},1606849739.0,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-10800.0,3423146.0,Ilulissat,,
39,200,,"{'lon': 19.23, 'lat': -34.42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 287.59, 'feels_like': 284.4, 'temp_min': 287.59, 'temp_max': 287.59, 'pressure': 1022, 'humidity': 76}",10000.0,"{'speed': 4.72, 'deg': 171}",{'all': 83},1606849832.0,"{'type': 3, 'id': 2006131, 'country': 'ZA', 'sunrise': 1606793044, 'sunset': 1606844447}",7200.0,3366880.0,Hermanus,,
40,404,city not found,,,,,,,,,,,,,,
41,200,,"{'lon': 108.75, 'lat': 50.36}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 260.46, 'feels_like': 255.61, 'temp_min': 260.46, 'temp_max': 260.46, 'pressure': 1042, 'humidity': 92, 'sea_level': 1042, 'grnd_level': 945}",410.0,"{'speed': 2.21, 'deg': 258}",{'all': 100},1606849833.0,"{'country': 'RU', 'sunrise': 1606868691, 'sunset': 1606898665}",32400.0,2012349.0,Krasnyy Chikoy,,
42,200,,"{'lon': -41.12, 'lat': -20.07}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 299.54, 'feels_like': 302.74, 'temp_min': 299.54, 'temp_max': 299.54, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 966}",10000.0,"{'speed': 1.36, 'deg': 358}",{'all': 98},1606849833.0,"{'country': 'BR', 'sunrise': 1606809376, 'sunset': 1606857090}",-10800.0,3473129.0,Afonso Cláudio,{'1h': 0.61},
43,200,,"{'lon': 87.98, 'lat': 65.82}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 257.96, 'feels_like': 250, 'temp_min': 257.96, 'temp_max': 257.96, 'pressure': 1031, 'humidity': 94, 'sea_level': 1031, 'grnd_level': 1025}",228.0,"{'speed': 6.49, 'deg': 191}",{'all': 100},1606849833.0,"{'country': 'RU', 'sunrise': 1606881326, 'sunset': 1606896002}",25200.0,1488903.0,Turukhansk,,{'1h': 0.14}
44,200,,"{'lon': 14.77, 'lat': 53.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 275.97, 'feels_like': 271.86, 'temp_min': 275.37, 'temp_max': 276.48, 'pressure': 1019, 'humidity': 99}",10000.0,"{'speed': 3.64, 'deg': 141}",{'all': 90},1606849833.0,"{'type': 3, 'id': 2008978, 'country': 'PL', 'sunrise': 1606805819, 'sunset': 1606833813}",3600.0,3096765.0,Kamień Pomorski,,
45,200,,"{'lon': -79.24, 'lat': 42.1}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': 272.43, 'feels_like': 266.51, 'temp_min': 272.04, 'temp_max': 272.59, 'pressure': 1000, 'humidity': 96}",189.0,"{'speed': 5.36, 'deg': 250, 'gust': 7.15}",{'all': 100},1606849593.0,"{'type': 3, 'id': 2008828, 'country': 'US', 'sunrise': 1606825588, 'sunset': 1606859181}",-18000.0,5122534.0,Jamestown,,{'1h': 1.94}
46,404,city not found,,,,,,,,,,,,,,
47,200,,"{'lon': -175.2, 'lat': -21.2}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.37, 'feels_like': 296.37, 'temp_min': 297.37, 'temp_max': 297.37, 'pressure': 1015, 'humidity': 73, 'sea_level': 1015, 'grnd_level': 1013}",10000.0,"{'speed': 6.09, 'deg': 94}",{'all': 100},1606849834.0,"{'country': 'TO', 'sunrise': 1606927836, 'sunset': 1606975852}",46800.0,4032243.0,Vaini,,
48,200,,"{'lon': 65.69, 'lat': 40.56}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 276.07, 'feels_like': 273.26, 'temp_min': 276.07, 'temp_max': 276.07, 'pressure': 1028, 'humidity': 69, 'sea_level': 1028, 'grnd_level': 968}",10000.0,"{'speed': 0.75, 'deg': 176}",{'all': 51},1606849834.0,"{'country': 'UZ', 'sunrise': 1606876968, 'sunset': 1606911062}",18000.0,1513087.0,Nurota,,
49,200,,"{'lon': 45.01, 'lat': 51.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 261.74, 'feels_like': 255.56, 'temp_min': 261.74, 'temp_max': 261.74, 'pressure': 1041, 'humidity': 95, 'sea_level': 1041, 'grnd_level': 1020}",10000.0,"{'speed': 4.26, 'deg': 108}",{'all': 1},1606849777.0,"{'country': 'RU', 'sunrise': 1606797929, 'sunset': 1606827184}",14400.0,580420.0,Atkarsk,,
50,200,,"{'lon': -67.58, 'lat': -39.03}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 306.61, 'feels_like': 299.81, 'temp_min': 306.61, 'temp_max': 306.61, 'pressure': 1003, 'humidity': 9, 'sea_level': 1003, 'grnd_level': 976}",10000.0,"{'speed': 6.18, 'deg': 247}",{'all': 0},1606849835.0,"{'country': 'AR', 'sunrise': 1606813127, 'sunset': 1606866043}",-10800.0,3855065.0,General Roca,,
51,404,city not found,,,,,,,,,,,,,,
52,200,,"{'lon': -67.5, 'lat': -45.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 293.64, 'feels_like': 280.03, 'temp_min': 293.64, 'temp_max': 293.64, 'pressure': 998, 'humidity': 30, 'sea_level': 998, 'grnd_level': 994}",10000.0,"{'speed': 17.13, 'deg': 280}",{'all': 100},1606849835.0,"{'country': 'AR', 'sunrise': 1606811750, 'sunset': 1606867382}",-10800.0,3860443.0,Comodoro Rivadavia,,
53,200,,"{'lon': -173.3, 'lat': 64.38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 260.59, 'feels_like': 254.72, 'temp_min': 260.59, 'temp_max': 260.59, 'pressure': 996, 'humidity': 89, 'sea_level': 996, 'grnd_level': 984}",10000.0,"{'speed': 3.65, 'deg': 333}",{'all': 0},1606849835.0,"{'country': 'RU', 'sunrise': 1606942774, 'sunset': 1606960002}",43200.0,4031574.0,Provideniya,,
54,200,,"{'lon': -135.01, 'lat': 68.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 256.29, 'feels_like': 252.22, 'temp_min': 256.29, 'temp_max': 256.29, 'pressure': 990, 'humidity': 92, 'sea_level': 990, 'grnd_level': 990}",10000.0,"{'speed': 0.81, 'deg': 192}",{'all': 100},1606849836.0,"{'country': 'CA', 'sunrise': 1606852144, 'sunset': 1606859402}",-25200.0,5882953.0,Aklavik,,
55,200,,"{'lon': 77.58, 'lat': 34.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 268.23, 'feels_like': 264.96, 'temp_min': 268.23, 'temp_max': 268.23, 'pressure': 1034, 'humidity': 87, 'sea_level': 1034, 'grnd_level': 673}",2133.0,"{'speed': 0.69, 'deg': 232}",{'all': 92},1606849707.0,"{'country': 'IN', 'sunrise': 1606873109, 'sunset': 1606909212}",19800.0,1264976.0,Leh,,
56,200,,"{'lon': 114.16, 'lat': 22.29}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.69, 'feels_like': 288.41, 'temp_min': 285.37, 'temp_max': 292.59, 'pressure': 1020, 'humidity': 69}",10000.0,"{'speed': 4.05, 'deg': 19}",{'all': 0},1606849836.0,"{'type': 3, 'id': 2035800, 'country': 'HK', 'sunrise': 1606862829, 'sunset': 1606901929}",28800.0,1819729.0,Hong Kong,,
57,200,,"{'lon': -58.65, 'lat': 51.23}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 275.09, 'feels_like': 271.18, 'temp_min': 275.09, 'temp_max': 275.09, 'pressure': 1024, 'humidity': 96, 'sea_level': 1024, 'grnd_level': 1021}",6410.0,"{'speed': 3.05, 'deg': 112}",{'all': 100},1606849837.0,"{'country': 'CA', 'sunrise': 1606822655, 'sunset': 1606852228}",-14400.0,6137462.0,Saint-Augustin,{'1h': 1.34},
